Pincode,Latitude,Longitude
563138,13.33395,78.2929
576101,13.33508,74.74883
517592,13.33537,79.58188
576103,13.33537,74.74638
572217,13.33556,76.34545
577146,13.33578,76.01163
572107,13.33592,77.01669
517591,13.33621,79.63982
517590,13.33621,79.62814
572102,13.33714,77.09722
576103,13.33721,74.72123
631207,13.33736,79.44431
602026,13.33784,80.19289
572218,13.33819,76.38419
601101,13.33861,80.25136
601204,13.33864,80.19725
631207,13.3389,79.44283
631207,13.3389,79.44283
631207,13.3389,79.44283
631207,13.3389,79.44283
631207,13.3389,79.44283
631207,13.3389,79.44283
631207,13.3389,79.44283
631207,13.3389,79.44283
631207,13.3389,79.44283
631207,13.3389,79.44283
631207,13.3389,79.44283
577136,13.33893,75.54725
577114,13.33896,75.34661
577102,13.33944,75.80981
573103,13.34,76.19
573103,13.34,76.2
562135,13.34,77.76
573125,13.34,76.12
573125,13.34,76.09
601206,13.34,80.102
562102,13.34008,77.8176
562102,13.34024,77.86041
563135,13.34033,78.21231
572101,13.34039,77.10814
576101,13.3405,74.74883
576229,13.3405,74.74883
576215,13.3405,74.74883
574108,13.3405,74.74883
563135,13.3406,78.2125
577101,13.34066,75.76801
577139,13.34143,75.30227
600057,13.34147,80.51989
572107,13.34148,77.03919
572114,13.34153,76.6277
572107,13.34157,77.0392
572107,13.34158,77.03922
572119,13.34162,76.98253
572102,13.34178,77.09853
601203,13.342,80.257
577101,13.34211,75.63449
577130,13.34235,75.66694
572119,13.34247,76.98253
572107,13.34247,77.09867
572216,13.34249,76.98253
572119,13.34249,76.98252
572216,13.34249,76.98848
572216,13.34249,76.98253
572127,13.34249,76.98253
572140,13.34253,77.23121
572140,13.34264,77.23094
606903,13.343,80.0958
576107,13.34316,74.80669
572104,13.34325,77.09853
563125,13.34391,78.11217
572118,13.34408,77.09839
563128,13.34417,77.98722
517590,13.34445,79.5945
601204,13.345,80.213
572119,13.34542,76.54562
577168,13.34549,75.87123
517589,13.3462,79.86751
576102,13.34628,74.75572
517591,13.3472,79.65286
517124,13.34733,79.09603
517582,13.34788,79.42421
572112,13.34798,77.31069
576101,13.34812,74.74235
577112,13.34818,75.4284
572114,13.34886,76.62771
576104,13.34892,74.78608
576230,13.34892,74.78608
563131,13.34903,78.3871
517591,13.34926,79.69612
517590,13.34939,79.62876
577101,13.34952,75.71416
573125,13.35,76.06
561203,13.35,77.51
561203,13.35,77.46
576107,13.35051,74.8241
576113,13.35081,74.86425
577112,13.35083,75.46722
572104,13.35151,77.1425
517589,13.3517,79.82425
562103,13.35191,77.69326
572106,13.35234,77.0824
576113,13.35255,74.89144
576108,13.35311,74.70411
574108,13.35342,74.95305
576103,13.35352,74.74216
576124,13.35408,74.91446
517589,13.3543,79.80634
517582,13.35444,79.29555
576107,13.35481,74.80664
572224,13.35516,76.80152
572224,13.35526,76.80152
572224,13.35526,76.10229
572224,13.35526,76.80152
572224,13.35526,76.80152
572224,13.35526,76.81115
572224,13.35526,76.80152
572224,13.35527,76.91524
574108,13.35582,74.97812
572216,13.35593,76.98599
576106,13.35691,74.71512
601206,13.358,80.124
576102,13.35814,74.74975
517584,13.35818,79.50935
517589,13.35856,79.76932
563125,13.35944,78.03509
517589,13.35994,79.77893
573103,13.36,76.21
515711,13.36,74.24
561205,13.36,77.61
561205,13.36,77.65
561204,13.36,77.37
577123,13.3602,75.35979
517582,13.36024,79.36172
601202,13.362,79.968
577136,13.36235,75.5279
576104,13.36251,74.78506
577101,13.36376,75.71201
517587,13.36436,79.73801
577136,13.36438,75.56395
576124,13.36514,74.92132
561205,13.36522,77.62597
517587,13.36543,79.74116
517590,13.3656,79.6098
517590,13.3656,79.6098
577112,13.36577,75.40466
576105,13.36594,74.74539
562105,13.36615,77.90491
562103,13.36664,77.73603
517591,13.36711,79.6769
577130,13.36712,75.66255
576102,13.36733,74.76889
600034,13.36742,80.23417
603203,13.36783,80.07056
601204,13.368,80.161
577117,13.36803,75.42125
517126,13.36817,79.19597
562101,13.36893,77.68402
517582,13.36917,79.38988
577168,13.36964,75.87568
563125,13.36979,78.10871
561205,13.37,77.55
561205,13.37,77.57
561204,13.37,77.41
601204,13.37,80.189
563138,13.37008,78.34438
576108,13.37018,74.70267
517589,13.37024,79.81395
517582,13.37054,79.41254
563135,13.37055,78.24093
577112,13.37063,75.45537
601206,13.37078,80.14525
601102,13.37105,80.0756
601102,13.37105,80.0756
601102,13.37105,80.0756
517584,13.37123,79.53407
577131,13.37145,75.74457
563138,13.37191,78.26804
572138,13.37236,77.08433
604601,13.3725,80.3334
604601,13.3725,80.3334
604601,13.3725,80.3334
604601,13.3725,80.3334
604601,13.3725,80.3334
604601,13.3725,80.3334
563138,13.37266,78.28124
562103,13.37275,77.79835
576107,13.37425,74.80026
574108,13.37629,74.97663
563125,13.37651,78.05718
576106,13.37664,74.72099
517591,13.37672,79.67552
632057,13.37708,79.29628
577168,13.37717,75.91283
572222,13.37842,76.84972
577123,13.37928,75.38908
573112,13.38,76.18
573126,13.38,76.37
576124,13.38,74.9
577139,13.38041,75.25851
563128,13.38056,77.97631
517582,13.38084,79.44
572226,13.38153,76.56153
517587,13.38191,79.75421
572222,13.38231,76.8475
572104,13.38251,77.14662
572134,13.38267,76.84972
572222,13.38267,76.84972
601202,13.383,79.951
576105,13.38361,74.73858
563135,13.38389,78.20333
517124,13.3839,79.0821
517124,13.3839,79.0821
517124,13.3839,79.0821
517124,13.3839,79.0821
517124,13.3839,79.0821
517124,13.3839,79.0821
517124,13.3839,79.0821
517124,13.3839,79.0821
517124,13.3839,79.0821
517124,13.3839,79.0821
517124,13.3839,79.0821
563135,13.3844,78.15697
601201,13.385,80.06
577139,13.38508,75.21711
517130,13.38544,78.98531
562103,13.38553,77.76153
517582,13.38565,79.40842
576105,13.3859,74.72467
517589,13.38672,79.76382
601201,13.387,80.086
577139,13.38704,75.33294
562102,13.38705,77.82318
562105,13.38711,77.86783
577168,13.38749,75.95884
574108,13.38758,75.00917
574108,13.38758,75.00917
601205,13.388,80.22
577139,13.38805,75.29761
576115,13.38833,74.70073
576124,13.38874,74.82372
517112,13.38991,79.14344
573126,13.39,76.34
576105,13.39053,74.75989
517588,13.39069,79.93817
562105,13.39094,77.86517
577117,13.39117,75.42725
562105,13.39152,77.92636
576124,13.39241,74.85266
563135,13.39318,78.24729
517582,13.39389,79.4709
576105,13.39447,74.77456
576114,13.39467,74.73687
576124,13.39489,74.80318
601206,13.395,80.011
517619,13.39526,79.77492
563125,13.39611,78.05081
517589,13.39633,79.77481
577130,13.39685,75.58858
577168,13.39746,75.88874
576105,13.39764,74.74961
563146,13.39813,78.11612
563125,13.39844,78.05364
577123,13.39876,75.35347
517584,13.39938,79.56497
517582,13.39938,79.42009
563125,13.39942,78.08631
572106,13.39973,77.1196
572130,13.39973,77.1196
573112,13.4,76.14
573103,13.4,76.24
573112,13.4,76.14
632059,13.40006,78.36181
517587,13.40019,79.74214
577548,13.40038,76.04345
576115,13.40069,74.71074
570008,13.40199,75.37255
625009,13.402,78.0551
577139,13.40205,75.23283
577123,13.40222,75.37319
517591,13.40247,79.70503
562101,13.40266,77.6982
562101,13.40283,77.64214
601202,13.403,79.985
563125,13.40419,78.05511
577131,13.40425,75.70583
572106,13.40468,77.08753
517581,13.40516,79.64302
577130,13.40686,75.61245
601201,13.408,80.107
577543,13.40803,76.23814
576115,13.40851,74.6987
573112,13.40919,76.1625
517569,13.41,79.31
517569,13.41,79.31
573103,13.41,76.22
561203,13.41,77.53
561204,13.41,77.38
517587,13.41065,79.70482
563125,13.41068,78.02273
577168,13.41069,75.93455
576213,13.41159,74.7845
576213,13.41188,74.74545
577126,13.41242,75.32753
562105,13.413,77.90745
517581,13.4134,79.68079
577123,13.41343,75.40199
562103,13.41439,77.74071
572214,13.41462,76.62246
572215,13.41462,76.62254
517112,13.41463,79.11597
572214,13.41496,76.62254
563135,13.41501,78.32506
517582,13.41517,79.40842
572214,13.41527,76.62251
577139,13.41556,75.27686
572214,13.41596,76.62453
572214,13.41596,76.62254
562103,13.41622,77.71916
562101,13.41624,77.80597
562101,13.41626,77.80598
562101,13.41629,77.80592
601205,13.41636,80.31737
576213,13.4168,74.73876
517581,13.41683,79.66362
573126,13.41725,76.35075
517112,13.41738,79.0528
577139,13.41751,75.25243
577139,13.41798,75.18869
601205,13.418,80.198
601201,13.41839,80.13325
517583,13.41888,79.55532
601201,13.419,80.063
577175,13.41901,76.05568
576215,13.41924,74.86026
577168,13.41945,75.95014
517588,13.41953,79.92512
563146,13.41956,78.08762
517569,13.42,79.27
517569,13.42,79.35
573103,13.42,76.23
577139,13.42098,75.2141
517582,13.42139,79.44678
577136,13.42155,75.54319
517589,13.42195,79.81865
577131,13.42241,75.80147
601201,13.423,80.027
577123,13.42302,75.36375
563125,13.42322,77.9977
517581,13.42383,79.58953
562103,13.424,77.69924
517587,13.42439,79.71031
576112,13.42485,75.03842
576112,13.42485,74.95855
601202,13.425,79.954
517583,13.42507,79.50088
577139,13.42508,75.25547
563135,13.42659,78.21394
576112,13.42664,75.00001
576213,13.42734,74.77157
577175,13.42748,76.09175
562101,13.42814,77.72797
577131,13.42816,75.74146
517581,13.42851,79.59358
563146,13.42879,78.16044
577112,13.42896,75.47437
576213,13.42907,74.71056
515711,13.43,75.54
573126,13.43,76.32
573126,13.43,76.38
576215,13.43011,74.88507
576213,13.4302,74.78204
562101,13.43075,77.72786
601201,13.431,80.131
572106,13.43102,77.15472
577126,13.43103,75.32538
562101,13.43197,77.73014
563135,13.4324,78.35915
572107,13.43273,77.01048
572107,13.43273,77.01048
577135,13.43381,75.96533
601202,13.434,79.975
577135,13.43405,75.92135
576213,13.43408,74.72628
577112,13.43466,75.4252
562101,13.43569,77.72872
577139,13.43605,75.28806
517583,13.43617,79.55533
517588,13.43656,79.95625
517588,13.4366,79.95186
517588,13.43661,79.95186
576218,13.43685,74.69467
517589,13.43687,79.87386
576213,13.43744,74.74381
563125,13.43745,77.96159
577139,13.43789,75.2422
601201,13.438,80.169
572128,13.43809,77.07563
572128,13.43809,77.06445
517583,13.43839,79.5519
517581,13.43839,79.5519
517571,13.43839,79.5519
517571,13.4384,79.5519
572138,13.43845,77.06228
572128,13.43845,77.06228
572128,13.43855,77.06228
562105,13.43888,77.85295
572107,13.439,77.02305
517583,13.43903,79.55103
517569,13.44,79.39
517569,13.44,79.28
573112,13.44,76.15
573112,13.44,76.2
573126,13.44,76.36
561203,13.44,77.48
561203,13.44,77.46
561211,13.44019,77.61556
572117,13.44203,76.90886
572117,13.44203,76.90884
572117,13.44203,76.90884
572216,13.44203,76.90884
572117,13.44246,76.90846
572214,13.44246,76.90456
572117,13.44246,76.90827
572117,13.44265,76.90516
560073,13.44309,77.62927
601201,13.444,80.067
572117,13.44416,76.25891
517583,13.4443,79.5256
517583,13.4443,79.5611
601202,13.44484,80.00304
517583,13.44499,79.52698
577126,13.44511,75.33649
562103,13.44535,77.70325
517569,13.44544,79.36025
572122,13.44546,77.2556
572124,13.44546,77.2556
572122,13.44546,77.2556
576218,13.44618,74.70457
577123,13.44683,75.39855
576213,13.44812,74.75305
576213,13.4482,74.7254
577130,13.44823,75.69294
563135,13.44847,78.3001
576215,13.44869,74.92108
563135,13.44941,78.23167
517112,13.44972,79.11456
517152,13.4499,79.03631
573112,13.45,76.18
515711,13.45,75.65
573117,13.45,76.34
572128,13.45026,77.06228
517112,13.45034,79.15168
577548,13.45036,75.99538
562105,13.45065,77.94611
517587,13.45117,79.70413
517112,13.45117,79.12113
563125,13.45178,78.0582
572113,13.45263,77.65565
576234,13.45344,74.87095
577139,13.45423,75.27145
572122,13.45455,77.2556
576234,13.45456,74.88462
572123,13.45459,76.64683
576213,13.45486,74.78493
572106,13.45506,77.1688
577123,13.45533,75.34679
517589,13.45611,79.84732
576226,13.4568,74.71101
562101,13.45704,77.79397
562101,13.45771,77.75358
576112,13.45792,74.95849
606902,13.4584,80.1229
572128,13.45889,77.06799
562101,13.45941,77.72156
576234,13.4597,74.83797
573112,13.46,76.24
573144,13.46,76.31
577139,13.46003,75.23283
576112,13.46097,74.99264
517112,13.46132,79.15717
576210,13.46172,74.78965
604408,13.4619,80.1534
576234,13.4626,74.829
577126,13.46264,75.2871
601202,13.463,79.991
572118,13.4631,77.0752
577131,13.46333,75.75183
573117,13.46336,76.35208
517583,13.46353,79.57916
517588,13.46416,79.96289
561211,13.46451,77.61688
576210,13.46487,74.74593
601201,13.465,80.037
517583,13.46559,79.56337
632311,13.466,80.1045
561211,13.46611,77.57108
517112,13.4663,79.1362
577139,13.46633,75.26193
577136,13.46668,75.58306
576210,13.46675,74.75136
576210,13.46726,74.73496
517571,13.46765,79.54414
563135,13.46972,78.26995
515711,13.47,74.38
515711,13.47,77.16
515711,13.47,75.63
573144,13.47,76.27
601201,13.47,80.106
561213,13.47045,77.51256
576226,13.47079,74.71326
517112,13.47231,79.18738
517152,13.47245,79.02188
517417,13.47267,78.43986
517417,13.47267,78.43986
517417,13.47267,78.43986
517417,13.47267,78.43986
517417,13.47267,78.43986
517417,13.47267,78.43986
517417,13.47267,78.43986
517417,13.47267,78.43986
576112,13.47364,75.03776
517587,13.47383,79.72473
601201,13.474,80.118
517152,13.47408,79.09042
517112,13.47505,79.12147
576226,13.47529,74.69248
517571,13.47575,79.5222
576223,13.47648,74.7895
577139,13.4765,75.2117
517571,13.47657,79.54861
577548,13.47676,76.12928
601201,13.477,80.206
562101,13.47769,77.76579
563134,13.47807,78.29624
577548,13.47808,76.0162
576226,13.47835,74.71337
577137,13.47837,75.8059
572122,13.47888,77.45547
562105,13.47931,77.906
563146,13.47987,78.11108
573117,13.48,76.35
573144,13.48,76.26
573144,13.48,76.32
577138,13.48035,76.1673
577548,13.48072,75.96539
601204,13.481,80.169
577126,13.48105,75.30576
576234,13.48109,74.90121
576210,13.48144,74.75193
517152,13.48161,79.04311
517571,13.48181,79.51792
563146,13.48255,78.18036
517551,13.48315,79.54223
562101,13.48354,77.79219
563125,13.48373,78.02211
577126,13.48386,75.33158
517571,13.48569,79.54079
561213,13.48622,77.43977
577127,13.48624,75.43454
577513,13.48705,75.29825
572119,13.48706,76.25552
572217,13.48706,76.53631
572119,13.48706,76.53631
576112,13.48818,74.99168
517152,13.48838,79.08736
563125,13.48972,78.05891
561204,13.49,77.41
561211,13.49016,77.5993
576112,13.49036,75.06757
563146,13.49049,78.15698
577548,13.4908,76.0871
562101,13.49102,77.73327
517112,13.49153,79.19837
577138,13.49153,76.20307
517588,13.49163,79.96495
561213,13.49171,77.459
577120,13.49217,75.27031
563125,13.49295,77.98293
561213,13.49315,77.52887
577120,13.49397,75.25064
572119,13.49432,76.42749
576225,13.49436,74.70349
576225,13.49557,74.71775
561213,13.49635,77.48331
576223,13.49669,74.80969
517112,13.49703,79.20936
577547,13.49747,76.0735
576210,13.49773,74.74748
576210,13.4986,74.76761
576225,13.49908,74.71082
576223,13.49918,74.85847
576112,13.50017,74.97638
577548,13.50129,75.99901
517643,13.5016,79.72595
563134,13.50176,78.34607
577126,13.50201,75.35947
576212,13.50327,74.92311
561213,13.50331,77.51556
517152,13.50411,79.03878
577120,13.50414,75.19384
517588,13.50467,79.99447
600026,13.50564,80.21458
561211,13.50608,77.60331
517588,13.50742,79.88598
576234,13.50867,74.87866
577126,13.50868,75.37727
577548,13.50882,75.96907
573117,13.51,76.36
577126,13.51056,75.39039
576223,13.51124,74.82342
576225,13.51132,74.72987
561211,13.51144,77.58049
577120,13.51187,75.23884
576210,13.51226,74.77434
573144,13.51306,76.31706
577138,13.51325,76.17661
517234,13.51383,78.79371
524366,13.51387,80.09191
524366,13.51387,80.0919
562101,13.51408,77.80034
572129,13.51411,77.23522
561213,13.51426,77.46895
572218,13.51458,76.35144
577182,13.51478,76.28461
577131,13.51483,75.7278
517643,13.51533,79.71703
576225,13.51554,74.74835
577548,13.51591,75.89425
577126,13.51846,75.3223
577137,13.51867,75.80489
577548,13.51875,76.01974
535215,13.51931,79.38281
572129,13.51933,77.23522
572129,13.51933,77.25454
572129,13.51933,77.23522
572129,13.51933,77.23522
572129,13.51933,77.25454
572129,13.51933,77.16466
572129,13.51933,77.45655
577120,13.51981,75.29983
573117,13.52,76.36
576223,13.52007,74.84853
577120,13.52035,75.25881
572129,13.52078,77.23681
572129,13.52089,77.23469
576221,13.52197,74.68847
563161,13.52215,78.28049
576212,13.52231,74.97537
563125,13.52248,78.06931
576212,13.52275,74.99241
562105,13.52284,77.89718
563125,13.5231,78.09404
572112,13.52325,77.10082
517112,13.52449,79.22309
601201,13.525,80.039
576212,13.52531,74.92687
577127,13.52543,75.43315
517588,13.52596,79.91276
561213,13.52768,77.52214
576221,13.528,74.70528
572224,13.52842,76.89152
517237,13.52869,78.93039
517152,13.5288,79.0694
572121,13.52899,77.30077
572121,13.52899,77.30077
572121,13.52899,77.30077
572121,13.52899,77.30077
572121,13.52899,77.30077
572125,13.52899,77.30077
572121,13.52899,77.30077
600067,13.53,80.125
577548,13.53065,76.04106
562105,13.53065,77.8603
576223,13.53082,74.85431
517551,13.5323,79.51222
572228,13.53244,76.61764
572121,13.53258,77.30022
517551,13.53294,79.52466
563134,13.53367,78.30836
517643,13.53387,79.739
577126,13.53436,75.36586
562101,13.53598,77.69365
576221,13.53605,74.7039
517643,13.53662,79.72801
563123,13.5373,78.13145
517551,13.53783,79.47639
576210,13.53791,74.78837
577138,13.53904,76.2175
576221,13.53967,74.7437
577548,13.53985,76.11853
517561,13.54,79.54
577432,13.54,75.2
577411,13.54,75.11
561213,13.54116,77.47728
563161,13.54125,78.26208
517102,13.54144,79.30441
577182,13.54262,76.28055
561211,13.54289,77.62314
572140,13.54416,77.0939
572121,13.54446,77.41365
577548,13.54454,75.968
572140,13.54515,77.04559
576210,13.54561,74.79923
517123,13.5462,78.9075
517123,13.5462,78.9075
517123,13.5462,78.9075
517123,13.5462,78.9075
517123,13.5462,78.9075
517123,13.5462,78.9075
517123,13.5462,78.9075
572113,13.54645,77.10082
576222,13.54659,74.83195
572218,13.54691,76.34546
572140,13.54713,77.0939
572140,13.54713,77.04816
572140,13.54713,77.09586
572140,13.54713,77.01745
561211,13.54716,77.56711
517280,13.54733,78.52547
576231,13.54741,74.72126
517507,13.5481,79.5446
517502,13.54815,79.5449
517502,13.54815,79.5449
517502,13.54815,79.5449
517123,13.54819,78.90711
572140,13.54849,77.09481
577120,13.54857,75.30582
577182,13.54945,76.33328
517551,13.54964,79.52414
577432,13.55,75.22
517414,13.55001,78.49999
517414,13.55001,78.49999
517414,13.55001,78.49992
517351,13.55001,78.35
517351,13.55001,78.49999
517351,13.55001,78.49999
517257,13.55001,78.49999
517257,13.55001,78.49999
517257,13.55001,78.49999
517257,13.55001,78.49999
517257,13.55001,78.49999
517351,13.55001,78.49999
517257,13.55001,78.49999
517257,13.55001,78.49999
517257,13.55001,78.49999
517351,13.55001,78.49999
517257,13.55001,78.49999
517257,13.55001,78.49999
517257,13.55001,78.49999
517257,13.55001,78.49999
517257,13.55001,78.49999
517351,13.55001,78.49999
517257,13.55001,78.49999
517257,13.55001,78.49999
517257,13.55001,78.49999
517257,13.55001,78.49999
517351,13.55001,78.49999
517257,13.55001,78.49999
517234,13.55007,78.76662
517325,13.5503,78.5029
517325,13.5503,78.5029
576231,13.55086,74.7019
517551,13.55128,79.50935
576212,13.55163,74.98343
577127,13.5518,75.41926
563161,13.55227,78.22645
517113,13.55245,78.97582
576231,13.55285,74.73801
561213,13.55292,77.52772
576210,13.55296,74.77624
577548,13.55322,76.01014
561213,13.55386,77.49809
572129,13.55415,77.46579
577548,13.55425,76.01186
561210,13.55517,77.42656
517541,13.55548,79.92649
517325,13.55606,78.50128
577138,13.55616,76.15477
517102,13.55659,79.23844
562105,13.55697,77.90492
517551,13.55777,79.47383
577126,13.55809,75.2688
517172,13.55824,79.09055
576212,13.55824,74.88789
517551,13.55839,79.54012
577129,13.55862,75.83261
563159,13.5588,77.97281
563159,13.55899,78.05155
577138,13.55981,76.198
577411,13.56,75.15
577129,13.56077,75.79115
563123,13.56103,78.12503
563123,13.56103,78.12503
576231,13.56157,74.74958
577182,13.56178,76.31584
563134,13.56352,78.33159
577134,13.56365,75.48982
563159,13.56464,77.99934
517561,13.56472,79.40667
577127,13.56574,75.41478
577134,13.56595,75.53776
576257,13.56663,74.70127
577126,13.56682,75.33419
576212,13.56738,74.94112
563161,13.56864,78.22331
517112,13.5691,78.50695
517643,13.56933,79.68107
563134,13.56968,78.28412
517280,13.5698,78.669
517280,13.5698,78.669
517280,13.5698,78.669
517280,13.5698,78.669
577411,13.57,75.13
517643,13.57026,79.74861
576257,13.5705,74.71343
517503,13.57052,79.46403
577126,13.57121,75.36008
524401,13.57192,80.14371
561210,13.57192,77.47098
577548,13.572,76.10916
577126,13.57253,75.29273
517551,13.57308,79.48104
563134,13.57322,78.364
517526,13.57356,79.57719
577116,13.57397,75.88941
576222,13.57555,74.68821
577129,13.57572,75.70103
577126,13.57613,75.38972
576222,13.57615,74.85026
576222,13.57617,74.73284
577126,13.57667,75.24069
517503,13.57808,79.45821
517113,13.57815,78.99648
561206,13.57837,77.60508
576222,13.57854,74.81601
563125,13.57901,78.0697
576222,13.57916,74.8645
517172,13.57952,79.09535
577134,13.57956,75.46238
517213,13.5796,79.3243
577182,13.57961,76.30045
561210,13.57971,77.44694
563132,13.57972,78.27748
517505,13.57978,79.35436
517643,13.5802,79.78298
577125,13.58036,75.21196
517113,13.58039,78.98931
517541,13.58089,80.0034
517102,13.58133,79.31451
517172,13.58166,79.04418
576222,13.58201,74.79582
577548,13.58213,76.07986
572218,13.58331,76.54161
517101,13.58358,79.2625
577129,13.58405,75.77303
517520,13.58421,79.5261
517541,13.58501,79.95259
562104,13.58686,77.78383
524401,13.58708,80.03492
524121,13.58708,80.03492
524121,13.58708,80.03492
524121,13.58708,80.03492
524121,13.58708,80.03492
561210,13.58714,77.43744
577129,13.58807,75.75266
517507,13.58813,79.40041
576227,13.58853,74.88559
524401,13.58911,80.03236
577126,13.58922,75.3176
517102,13.58935,79.29144
577140,13.58977,76.19508
576222,13.58983,74.75123
577432,13.59,75.27
576222,13.59002,74.78271
517505,13.59091,79.3404
577116,13.59113,75.9062
517101,13.59136,79.31994
577542,13.59148,76.41282
561206,13.59177,77.57758
577182,13.5919,76.25088
577542,13.59199,76.38977
141125,13.59236,79.28176
535270,13.59253,78.70794
577134,13.59255,75.48406
517172,13.59297,79.09975
576222,13.59306,74.84324
577116,13.59361,75.97617
576222,13.59381,74.69456
572125,13.59455,76.8952
517102,13.59484,79.31753
576227,13.59547,74.91597
577129,13.596,75.84366
517503,13.59603,79.46596
572119,13.59684,76.53631
517520,13.59766,79.51212
517503,13.59883,79.48382
517541,13.59919,79.93328
562104,13.5995,77.72699
562104,13.59969,77.7273
562104,13.59972,77.72727
562104,13.59972,77.72726
517172,13.59973,79.04304
517520,13.6,79.47
577424,13.6,75.13
577415,13.6,75.34
631203,13.6,79.51
561210,13.60026,77.46566
563123,13.60033,78.11988
517234,13.60044,78.76448
576222,13.60162,74.81334
561208,13.60168,77.52596
577140,13.60205,76.11594
517234,13.60265,78.85381
576217,13.60411,74.69413
561208,13.60433,77.54483
576227,13.60436,74.94647
576211,13.6046,74.76968
517234,13.60465,78.88759
577598,13.6051,76.47366
517102,13.60583,79.32165
577597,13.60642,76.35409
577542,13.60735,76.43751
576227,13.60778,74.86243
577182,13.60882,76.23098
517526,13.60894,79.55283
517505,13.60905,79.36131
517503,13.60978,79.44747
563123,13.60993,78.18804
517505,13.60996,79.35262
562104,13.60996,77.83981
517569,13.61,79.77
577424,13.61,75.11
577432,13.61,75.19
577415,13.61,75.25
577134,13.61006,75.51053
517541,13.6111,79.95121
517507,13.61157,79.4211
561208,13.61178,77.51736
561208,13.61186,77.51328
577126,13.61194,75.39262
576217,13.6122,74.67174
517214,13.61222,78.96503
517520,13.61333,79.51578
517502,13.61355,79.38932
577182,13.61355,76.23859
576217,13.61372,74.71534
577140,13.61397,76.14964
517102,13.61681,79.22552
517505,13.61736,79.46943
517503,13.61736,79.46943
576217,13.61743,74.72644
577127,13.61788,75.41742
517520,13.61836,79.49402
517643,13.61866,79.73835
517102,13.61868,79.24673
561210,13.61879,77.43967
577182,13.61887,76.26955
517520,13.61947,79.50582
517234,13.61952,78.80931
577415,13.61969,75.27447
577432,13.62,75.21
577415,13.62,75.24
517501,13.62006,79.41803
563125,13.62063,78.07667
517299,13.62073,78.66406
517214,13.62183,78.9362
563159,13.62224,77.94928
517102,13.62246,79.27557
517520,13.62252,79.52089
517370,13.62288,78.25899
517370,13.62288,78.25899
517370,13.62288,78.25899
517370,13.62288,78.25899
517370,13.62288,78.25899
517370,13.62288,78.25899
517370,13.62288,78.25899
517370,13.62288,78.25899
517370,13.62288,78.25899
517370,13.62288,78.25899
517370,13.62288,78.25899
517370,13.62288,78.25899
562104,13.62297,77.83252
517561,13.623,79.42
517561,13.623,79.63
517561,13.623,79.42
517561,13.623,79.42
517561,13.623,79.42
576201,13.62319,74.69122
576227,13.62325,74.81926
561210,13.62375,77.38737
562104,13.62417,77.86784
572112,13.62472,77.10082
572112,13.62472,77.54512
572112,13.62472,77.10082
572112,13.62472,77.10082
572112,13.62472,77.10082
572112,13.62472,77.20817
572112,13.62472,77.31646
572112,13.62472,77.11182
577116,13.62494,75.90617
517299,13.62499,78.64358
517643,13.62552,79.76788
517501,13.62603,79.43528
561211,13.62613,77.57533
517541,13.62621,79.90795
456224,13.62679,74.69043
562104,13.62703,77.75757
561209,13.62765,77.69168
517501,13.628,79.41564
576211,13.62817,74.75664
517507,13.62875,79.41917
576229,13.62878,74.89937
517643,13.62896,79.79466
577116,13.62898,76.06325
517277,13.629,78.69144
561206,13.62914,77.60303
517501,13.62917,79.41217
517234,13.62958,78.5533
517192,13.62965,79.06377
517501,13.62981,79.41981
517561,13.63,79.42
517561,13.63,79.42
517561,13.63,79.42
516214,13.63,78.65
577432,13.63,75.18
577415,13.63,75.25
517541,13.63033,79.93748
517234,13.63039,78.85802
561208,13.63077,77.51736
576211,13.63171,74.78175
576201,13.63175,74.69183
576201,13.63175,74.69183
517561,13.632,79.43
517561,13.632,79.423
517561,13.632,79.422
517501,13.63203,79.41711
517501,13.63262,79.42741
577116,13.6327,76.03735
563123,13.6327,78.1251
576211,13.63302,74.71692
576211,13.63317,74.73889
517352,13.63331,78.45067
577116,13.63333,76.08665
600061,13.63489,80.31806
517507,13.63522,79.40631
517299,13.63558,78.66384
517520,13.636,79.50519
517194,13.6363,79.1491
517194,13.6363,79.1491
562104,13.63632,77.78862
572125,13.63658,76.93747
517501,13.63689,79.42653
576211,13.63725,74.79498
576227,13.63731,74.95199
517506,13.63736,79.47756
576211,13.63746,74.76608
572127,13.63763,76.93723
572127,13.63763,76.93723
572125,13.63763,76.93723
572127,13.63763,76.87788
572125,13.63763,76.94549
572125,13.63763,76.98779
572127,13.63763,76.77779
517194,13.63787,79.14943
517643,13.63788,79.77268
517299,13.63808,78.63128
517541,13.63857,79.99722
576230,13.63879,74.70137
577424,13.64,75.14
517619,13.64031,79.62713
563125,13.64048,78.04459
517193,13.6408,79.09077
533216,13.64086,82.10094
517507,13.64142,79.40675
517507,13.64198,79.41655
517507,13.64198,79.41655
517507,13.64199,79.4375
517526,13.6423,79.59896
577228,13.64243,75.85604
517277,13.643,78.70581
561208,13.64329,77.4525
517234,13.64339,78.80186
561209,13.64401,77.69839
517192,13.64448,79.04501
563159,13.64558,77.98345
517113,13.64605,78.95088
576283,13.64701,74.73277
576211,13.64713,74.82126
517214,13.64724,78.92384
577180,13.64745,76.20441
562104,13.64854,77.8331
561206,13.649,77.5709
517192,13.64907,79.02196
517507,13.64934,79.41938
517277,13.6496,78.73745
517193,13.6497,79.07383
