Pincode,Latitude,Longitude
757021,22.0781,86.83169
495559,22.07889,82.64294
495671,22.07889,82.64294
451660,22.079,75.2789
721458,22.07905,87.7195
721439,22.07934,87.50248
757033,22.07944,86.23031
364710,22.07949,71.57953
496107,22.07956,83.47948
450661,22.0796,75.9956
451332,22.0796,75.9956
497101,22.07963,82.13914
495006,22.07963,82.13914
141421,22.07963,82.13914
382455,22.08,72.12
361160,22.08,70.31
361160,22.08,70.28
361320,22.08,69.39
770024,22.08016,83.59771
721424,22.08032,87.28297
496107,22.08037,83.59493
721454,22.08038,87.57172
758035,22.0806,85.42168
451228,22.0808,75.5151
495671,22.08086,82.71988
770002,22.08096,83.9786
464001,22.081,88.435
461441,22.08113,76.99023
721434,22.08131,87.63591
721434,22.08131,87.63591
721434,22.08134,87.63869
721645,22.0814,88.034
743351,22.08164,88.24594
757021,22.08165,86.88503
721424,22.08181,87.42137
743349,22.08192,88.4355
757052,22.082,86.1876
495001,22.08297,82.16139
770011,22.083,83.91966
770012,22.08301,83.81671
757030,22.08304,86.66268
721424,22.08321,87.36867
495687,22.08325,82.77381
768221,22.08331,84.35751
723143,22.0835,86.21683
360070,22.08369,70.56888
721645,22.0838,88.0403
721645,22.0838,88.0403
721602,22.0838,88.0403
721645,22.0838,88.0403
743370,22.084,88.734
495334,22.08406,81.58432
757092,22.08407,86.51057
721458,22.08436,87.69123
721458,22.08463,87.60815
743395,22.0849,88.233
743336,22.085,88.327
743349,22.085,88.4084
770036,22.08511,84.59165
770017,22.08511,84.59165
757092,22.08542,86.45468
495689,22.08561,82.86137
721434,22.08565,87.61789
757092,22.08587,86.49564
757035,22.08609,85.80818
451556,22.0863,75.0935
451556,22.0863,75.0935
360025,22.08646,71.05075
495006,22.08668,82.19882
480884,22.08687,79.54348
441106,22.08687,79.54348
392150,22.0869,72.84314
758038,22.0869,85.49709
392150,22.08698,72.88932
743336,22.087,88.325
770011,22.08723,83.89739
495001,22.08725,82.15369
495334,22.08738,81.73631
770011,22.0875,83.94484
364750,22.08775,71.53399
758047,22.08787,85.56989
392155,22.0879,72.64045
743349,22.08798,88.419
743349,22.088,88.422
743351,22.088,88.271
480991,22.088,79.5518
491557,22.08808,81.00992
491666,22.08808,81.00992
491441,22.08808,81.00992
491668,22.08808,81.00992
491668,22.08808,81.00992
491668,22.08808,81.00992
491668,22.08808,81.00992
491668,22.08808,81.00992
491668,22.08808,81.00992
491668,22.08808,81.00992
491668,22.08808,81.00992
491668,22.08808,81.00992
491668,22.08808,81.00992
491668,22.08808,81.00992
757030,22.0881,86.6405
721424,22.08817,87.39968
481880,22.0882,79.5518
480661,22.0882,79.5518
480996,22.0882,79.5518
480661,22.0882,79.5518
392150,22.08826,72.78958
364310,22.08858,71.90987
495001,22.08882,82.14295
451228,22.0894,75.5731
721659,22.08944,87.85694
360030,22.08949,70.90415
450551,22.0895,76.1189
757030,22.08958,86.6054
481996,22.0896,76.11892
481996,22.0896,76.11892
454335,22.08961,74.88288
460449,22.08966,78.01098
491995,22.08974,81.35369
361320,22.09,69.41
361160,22.09,70.35
361306,22.09,69.51
360520,22.09,70.07
361306,22.09,69.62
361306,22.09,69.65
360515,22.09,69.85
360540,22.09,70.52
451660,22.09,75.46
743354,22.09,88.359
743337,22.09,88.444
721654,22.09,88.01
721424,22.09026,87.4381
496107,22.09051,83.43901
496107,22.09076,83.4396
451660,22.091,75.4665
743336,22.091,88.35
360070,22.0919,70.6957
757014,22.09191,86.80139
743399,22.0921,88.28189
451228,22.0922,75.6251
770016,22.09227,84.25976
721458,22.09235,87.67907
770022,22.09241,84.1696
496107,22.0925,83.47988
361315,22.0925,69.27681
480996,22.09255,79.99689
480996,22.09255,79.99689
495330,22.09256,81.86888
758038,22.09256,85.4789
393041,22.09268,72.79216
495334,22.09279,81.63913
391170,22.09283,74.05308
741223,22.09294,88.62186
451660,22.0932,75.4257
833214,22.09322,85.88322
757047,22.09397,86.1163
743383,22.094,88.409
743351,22.094,88.238
770011,22.09406,83.87374
743349,22.09406,88.431
721424,22.09416,87.30907
757033,22.09418,86.21052
481111,22.09433,85.88188
721645,22.0945,88.0488
480001,22.09457,78.85171
480001,22.09457,79.08371
770037,22.0947,84.9144
743349,22.0947,88.43508
360410,22.09479,70.77464
743349,22.09491,88.435
743354,22.095,88.354
743383,22.095,87.688
360025,22.09516,71.06489
364710,22.09543,71.80161
758036,22.09581,85.37032
495552,22.09587,82.43385
743349,22.096,88.4334
364710,22.09614,71.84127
757021,22.09619,86.84412
770037,22.0963,84.88744
495687,22.09635,82.81895
757030,22.09648,86.6952
757014,22.09651,86.75697
465691,22.09668,75.98986
495006,22.09694,82.1416
450551,22.097,76.2305
743354,22.097,88.4
480001,22.0971,79.1605
495001,22.09719,82.12939
743503,22.098,88.3791
496665,22.09816,83.08445
757047,22.09837,86.03949
770037,22.09839,84.8506
480661,22.09842,79.54944
480881,22.09842,79.54944
757047,22.09869,86.08208
743349,22.099,88.438
491995,22.09909,81.25188
491995,22.09909,81.25188
361315,22.1,69.37
360520,22.1,70.16
391220,22.1,73.27
450112,22.1,76.4042
700152,22.1,90.05
743370,22.1,88.91
394340,22.1,69.1
451441,22.1001,75.75
770020,22.10019,84.03954
721424,22.10036,87.41703
360540,22.10038,70.48857
496665,22.10047,83.21044
491559,22.1005,81.38943
491995,22.10069,81.33719
363650,22.10069,70.69778
360025,22.10069,70.97574
495671,22.10097,82.67265
757035,22.10104,85.80993
758037,22.10125,85.33298
757014,22.10133,86.82516
392155,22.1014,72.59821
360060,22.1015,71.07987
392150,22.10167,72.75228
495552,22.10176,82.35919
721143,22.1021,87.102
495689,22.10236,82.89517
388520,22.1024,73.1921
392150,22.10264,72.72237
757081,22.10272,86.7144
757081,22.10272,86.7144
833101,22.10288,85.84997
743336,22.103,88.348
757030,22.10308,86.6419
364710,22.10316,71.72039
770016,22.10319,84.21823
480667,22.10327,79.80166
770011,22.10327,83.92235
360070,22.1034,86.5672
481111,22.10381,80.54858
480115,22.10406,79.30994
364710,22.10412,71.7669
392150,22.1044,72.82194
360470,22.10487,71.00818
770012,22.10487,83.84244
496665,22.10506,83.1783
768221,22.10534,84.27351
485005,22.10542,79.17817
460447,22.10542,78.17817
770002,22.10568,83.96835
481551,22.106,80.08422
481551,22.106,80.08422
758035,22.106,85.38746
743336,22.106,88.331
743336,22.106,88.357
743351,22.106,88.245
770002,22.10614,83.98661
743336,22.10619,88.33222
743312,22.1063,88.67574
495003,22.10682,81.96865
496111,22.10683,83.36558
770076,22.1069,83.6824
360055,22.10694,71.41213
743370,22.10695,88.75357
743336,22.107,88.334
392150,22.10718,72.86657
495334,22.10718,81.55114
758035,22.10726,85.38726
391170,22.1074,74.0649
391170,22.1074,74.0649
743345,22.10762,89.50483
758037,22.10783,85.33106
743336,22.108,88.27
743354,22.108,88.405
743336,22.108,88.294
743348,22.108,88.572
495330,22.10806,81.76862
757032,22.10818,86.58139
496107,22.10823,83.50276
496107,22.10823,83.50276
496107,22.10823,83.50276
757047,22.10826,86.03616
770037,22.10837,84.83767
392155,22.10841,72.61172
743338,22.1085,88.5722
480223,22.10864,78.99316
770022,22.10868,84.14775
721467,22.10882,87.48268
743370,22.109,88.888
743336,22.109,88.339
743370,22.109,88.907
495559,22.10905,82.524
480667,22.10919,79.84928
495330,22.10922,81.84703
833214,22.10959,85.77947
831002,22.10959,85.77947
743399,22.10966,88.37613
770073,22.10979,84.09344
495334,22.10981,81.53907
743355,22.10986,88.3208
360540,22.11,70.47
361160,22.11,70.43
361306,22.11,69.58
361170,22.11,69.92
457888,22.11,74.37
457888,22.11,74.37
457888,22.11,74.37
457888,22.11,74.37
457888,22.11,74.37
457888,22.11,74.37
457888,22.11,74.37
457888,22.11,74.37
457888,22.11,74.37
457888,22.11,74.37
451660,22.11,75.23
480990,22.11074,79.68669
770037,22.11096,84.87341
757092,22.11097,86.53196
757033,22.11098,86.29114
461441,22.11105,76.90812
461111,22.11117,77.10033
757081,22.11117,86.68768
360035,22.11123,70.61276
392150,22.1114,72.77473
496665,22.1114,82.99518
495003,22.11176,82.07885
495550,22.11186,82.2977
454331,22.11195,74.58722
721133,22.11219,87.238
392155,22.1122,72.65647
497111,22.11235,83.56245
460330,22.11245,77.72804
711301,22.1125,88.4393
711314,22.1125,88.4393
721655,22.1125,88.4393
364710,22.11271,71.68585
461441,22.11293,76.97655
743354,22.113,88.42
757014,22.11312,86.75792
451660,22.1132,75.2304
451228,22.1133,75.7567
451441,22.1133,75.7567
743331,22.1133,88.1128
770011,22.11334,83.89945
481551,22.1134,80.1357
721635,22.1138,88.112
721635,22.1138,88.112
721635,22.1138,88.112
721635,22.1138,88.112
721635,22.1138,88.112
721635,22.1138,88.112
768221,22.11387,84.33726
392155,22.11395,72.6925
743354,22.114,88.38
757047,22.11406,86.13727
770012,22.11418,83.81023
451660,22.1143,75.3703
757014,22.11436,86.78128
455332,22.11442,87.09988
770001,22.11491,84.04277
481105,22.11525,80.6646
481116,22.11525,80.6646
360055,22.11528,71.48337
480331,22.11534,79.08145
480996,22.1154,80.04511
497111,22.11542,83.45471
768224,22.11575,84.46673
757092,22.11589,86.51171
451113,22.116,75.1464
743370,22.116,88.751
451228,22.1162,75.4916
360311,22.11625,70.81794
721133,22.1167,87.2345
721133,22.1167,87.2345
721133,22.11675,87.23446
721133,22.11675,87.23446
721133,22.11675,87.23446
721133,22.11675,87.23446
721133,22.11675,87.23446
721133,22.11675,87.23446
721133,22.11675,87.23446
721133,22.11675,87.23446
721133,22.11675,87.23446
721133,22.11675,87.23446
721133,22.11675,87.23446
721133,22.11675,87.23446
721133,22.11675,87.23446
721133,22.11675,87.23446
721133,22.11675,87.23446
721133,22.11675,87.23446
721133,22.11675,87.23446
721624,22.11676,87.59
495669,22.1168,82.61122
743336,22.117,88.354
743354,22.117,88.439
743336,22.117,88.342
743370,22.117,88.878
721467,22.11719,87.54329
495555,22.11728,82.25561
496665,22.11737,83.18901
491559,22.11763,81.12099
757033,22.11767,86.32083
757032,22.11777,86.60731
770001,22.11788,84.04667
496107,22.1185,83.41566
491995,22.11882,81.26152
721602,22.11889,88.23833
743354,22.119,88.429
451660,22.1193,75.2854
757047,22.11945,86.07809
496665,22.11959,83.03077
770001,22.11989,84.04162
361305,22.12,69.49
361160,22.12,70.21
361160,22.12,70.23
361160,22.12,70.39
361315,22.12,69.38
361315,22.12,69.29
743332,22.12,88.232
460443,22.12,78
495559,22.12004,82.56998
496111,22.12025,83.39077
741507,22.12027,88.39433
480223,22.12037,79.01435
495671,22.12044,82.71043
770001,22.12073,84.03713
721467,22.12094,87.54594
496665,22.12097,83.06298
757030,22.12116,86.63047
712134,22.12158,88.19308
451228,22.12161,75.609
495689,22.12165,82.87214
360035,22.12174,70.67521
770002,22.12175,84.02862
364710,22.12188,71.82843
450116,22.1219,76.8086
757033,22.12195,86.2696
743312,22.122,88.679
451113,22.1222,75.8443
496665,22.12233,83.09519
721467,22.12256,87.50369
364710,22.12289,71.63954
757032,22.12292,86.49339
721635,22.12294,88.10626
757081,22.12302,86.63958
451660,22.1231,75.448
757050,22.1232,86.1843
757032,22.12338,86.56639
495003,22.1235,82.01619
481111,22.12374,80.47993
496336,22.12394,83.91816
743329,22.124,88.417
496223,22.12458,83.23554
497111,22.12471,83.11545
360060,22.12494,71.15675
721424,22.12499,87.37363
743332,22.125,88.22
768224,22.12527,84.47792
480996,22.12548,80.01716
770016,22.12566,84.29826
495559,22.12567,82.43465
495552,22.12573,82.37231
743378,22.12593,88.22056
743336,22.126,88.254
743338,22.126,88.505
460663,22.12606,78.26755
460663,22.12606,78.26755
391810,22.12651,72.85739
451228,22.127,75.5262
495330,22.12725,81.85249
451228,22.1273,75.5748
360311,22.12747,70.78078
460449,22.1275,78.14472
495006,22.12757,82.22301
770001,22.1277,84.03231
721454,22.12823,87.62406
480001,22.12856,78.88639
495004,22.12862,81.99984
757081,22.12881,86.68959
743338,22.129,88.5391
743370,22.129,88.894
495334,22.12907,81.87304
495334,22.12937,81.51713
741247,22.12969,88.54544
770073,22.1298,84.072
495550,22.12989,82.27191
392150,22.13,72.80271
382455,22.13,72.21
361160,22.13,70.3
382740,22.13,72.21
361306,22.13,69.69
743338,22.13,88.539
743370,22.13,88.847
480331,22.13,78.99
495330,22.13001,81.87117
721654,22.1303,88.0483
721654,22.1303,88.0483
721654,22.1303,88.0483
721654,22.1303,88.0483
721654,22.1303,88.0483
721654,22.1303,88.0483
721654,22.1303,88.0483
721654,22.1303,88.0483
495445,22.13039,82.32499
480223,22.13045,78.95711
721467,22.13046,87.53464
495559,22.13065,82.54293
480990,22.13083,79.67828
491559,22.13084,81.4224
491559,22.13084,81.38419
457888,22.13085,74.28542
743329,22.131,88.609
743370,22.131,88.762
757032,22.13135,86.60238
360055,22.13137,71.36588
495555,22.13146,82.29038
392150,22.13158,72.75947
495330,22.1318,81.82517
721424,22.13184,87.30451
491888,22.1319,81.0803
743336,22.132,88.375
743312,22.132,88.7157
743338,22.132,88.467
770037,22.13212,84.88344
496665,22.13224,83.11933
496665,22.13225,83.11991
450112,22.1324,76.4765
496111,22.13255,83.34153
451111,22.1326,76.0014
743354,22.133,88.422
743373,22.133,88.422
721633,22.1334,87.8897
770012,22.1335,83.78164
721437,22.13382,87.46164
743378,22.13391,90.23619
495559,22.13396,82.47484
743354,22.134,88.39
496107,22.13401,83.45102
770002,22.1343,83.96543
391110,22.13433,73.42294
743378,22.13449,90.2374
460440,22.1348,78.0495
480551,22.13489,78.47235
392150,22.13493,72.78246
743354,22.135,88.347
741238,22.13506,88.63922
743349,22.1352,88.4016
743503,22.1352,88.4016
743503,22.1352,88.4016
743504,22.13523,88.4016
743503,22.13524,88.401
360035,22.13525,70.63494
391110,22.13553,73.41308
757014,22.13563,86.79127
768224,22.1358,84.41797
770017,22.1359,84.6453
743383,22.136,88.362
757081,22.13658,86.63685
721467,22.13661,87.52047
721467,22.13661,87.52047
770020,22.13665,84.00594
496107,22.13679,83.50513
495330,22.1368,81.88912
451228,22.1368,75.7167
743395,22.137,88.079
743354,22.137,88.3676
495112,22.13721,82.05433
304001,22.13721,82.05433
364710,22.13736,71.60136
743354,22.13773,88.39822
743336,22.138,88.314
743338,22.138,88.442
743332,22.13805,88.24033
480661,22.1382,79.56315
495671,22.13864,82.65375
496111,22.13871,83.27468
833203,22.139,85.7115
743383,22.139,88.417
721603,22.139,88.062
391243,22.13923,73.18458
392170,22.13953,72.62679
770016,22.13955,84.19797
770012,22.13969,83.7591
495559,22.13977,82.4834
454660,22.13977,82.4834
495009,22.13992,82.16364
361305,22.14,69.45
361305,22.14,69.75
361160,22.14,70.36
361160,22.14,70.46
361315,22.14,69.2
360540,22.14,70.49
361315,22.14,69.41
391430,22.14,72.98
388510,22.14,73.75
451111,22.14,76.08
451111,22.14,76.06
451111,22.1401,76.0647
770020,22.14047,84.02463
770002,22.14064,83.93787
450551,22.1407,76.1957
491559,22.14082,81.42515
360025,22.14089,70.98381
743370,22.141,88.833
770012,22.14112,83.82737
392180,22.1412,72.73132
450551,22.1415,76.334
757050,22.14153,86.17421
743354,22.14158,88.39056
743370,22.14168,88.80949
757047,22.1419,86.04094
743395,22.142,88.298
721424,22.14238,87.34384
770016,22.14246,84.22974
770037,22.14249,84.94649
757050,22.1428,86.12958
495113,22.14281,81.89754
743395,22.143,88.37
743332,22.143,88.21
757033,22.14363,86.35199
757081,22.14427,86.6375
363520,22.1448,71.1612
360035,22.14483,70.58971
454331,22.145,74.71449
743395,22.145,88.417
770017,22.14502,84.56153
392170,22.14503,72.64579
711401,22.1454,87.9751
721652,22.1454,87.9751
721652,22.1454,87.9751
721652,22.1454,87.9751
721652,22.1454,87.9751
721652,22.1454,87.9751
392170,22.14548,72.58655
360055,22.14553,71.44775
770012,22.14588,83.78501
743395,22.146,88.324
721467,22.14611,87.55127
450551,22.1464,76.1428
455336,22.14648,76.14283
743312,22.14668,88.6844
743312,22.1468,88.7036
360025,22.14686,70.99716
495006,22.14719,82.18174
363650,22.14732,70.50667
360050,22.14749,71.2696
495559,22.14765,82.36816
770037,22.14809,84.95305
461228,22.14818,76.84327
461441,22.14818,76.84327
495330,22.14828,81.94815
454446,22.14862,74.98517
770012,22.14879,83.72777
757032,22.14891,86.52385
364710,22.14898,71.5312
451111,22.149,76.0882
743337,22.149,88.41
743338,22.149,88.45
392170,22.14908,72.68123
757081,22.14929,86.65541
770002,22.14932,83.96198
495334,22.14969,81.59528
496665,22.14993,83.04688
361305,22.15,69.55
361160,22.15,70.41
361160,22.15,70.23
361160,22.15,70.27
361306,22.15,69.6
450551,22.15,76.4606
743370,22.15,88.801
743338,22.15,88.593
757032,22.15022,86.54339
450116,22.1504,76.7278
721437,22.15042,87.3988
757086,22.15045,86.60232
480115,22.15067,78.51853
480115,22.15067,78.7051
491559,22.15076,81.50203
743336,22.151,88.34
743395,22.151,88.271
770016,22.15106,84.29416
464668,22.1511,77.16074
757050,22.15141,86.23185
481111,22.15185,80.67223
770016,22.15185,84.32448
495671,22.15202,82.70436
833214,22.15225,85.83682
461441,22.15227,76.8767
487551,22.1525,78.11889
770002,22.15305,84.10228
457887,22.1534,74.1851
360050,22.15342,71.35925
360050,22.15342,71.35925
721437,22.15381,87.38483
495559,22.15386,82.53211
743332,22.154,88.229
743332,22.154,88.248
391810,22.15402,72.84548
495559,22.15418,82.37909
768224,22.1542,84.45054
461335,22.1542,77.0622
450116,22.1543,76.8115
382450,22.15505,71.87987
360026,22.15572,70.77069
743338,22.15587,88.42502
743312,22.156,88.763
450001,22.1561,75.3499
757048,22.15624,86.31773
451111,22.1566,76.0182
454552,22.15686,75.4454
360024,22.15687,70.76885
743370,22.157,88.879
743338,22.157,88.44
757086,22.15727,86.67099
833218,22.15742,85.50842
495671,22.15744,82.74281
757032,22.15769,86.57839
721467,22.15772,87.49353
757050,22.15802,86.2027
743338,22.15806,88.43887
495334,22.15814,81.64461
496111,22.15818,83.41982
495550,22.15821,82.3072
450112,22.1584,76.543
495334,22.15863,81.53658
833203,22.15866,85.66531
360060,22.15884,71.09518
743370,22.159,88.838
743370,22.159,88.809
491559,22.15905,81.37844
365645,22.15913,70.79416
450551,22.1593,76.2768
770016,22.15936,84.17531
721646,22.1594,88.3792
721646,22.1594,88.3792
721646,22.1594,88.3792
382450,22.16,71.93
382450,22.16,71.97
361305,22.16,69.49
803111,22.16,84.3
361315,22.16,69.36
361170,22.16,69.98
361170,22.16,70
361170,22.16,69.88
361162,22.16,70.43
743370,22.16,88.8
361001,22.16,69.84
833217,22.1609,85.5042
496107,22.16135,83.54166
833218,22.1615,85.5834
757086,22.16184,86.68712
743395,22.162,88.319
495674,22.16287,82.93402
743337,22.163,88.423
721437,22.16322,87.43686
770017,22.16351,84.52069
721437,22.1639,87.38604
721437,22.1639,87.38604
721437,22.1639,87.38604
721437,22.1639,87.38604
460330,22.164,77.67366
757086,22.16446,86.62023
770016,22.16449,84.25848
757033,22.16459,86.38165
480115,22.16473,79.26853
360024,22.16478,70.79542
743312,22.165,88.746
743332,22.165,88.271
743332,22.165,88.194
495009,22.16578,82.12974
461441,22.16578,76.85956
770020,22.16614,84.02507
757050,22.16632,86.16404
451111,22.1664,76.0377
495442,22.16645,82.23116
757050,22.16689,86.05709
743312,22.167,88.738
360311,22.1675,69.46765
480996,22.16778,80.03393
450116,22.1679,76.7346
770016,22.16844,84.29748
391810,22.16858,72.85218
770002,22.16895,84.12737
364710,22.16908,71.72896
450116,22.1692,76.7076
721467,22.16939,87.53933
392180,22.16963,72.74619
360055,22.16977,71.30968
391145,22.16992,73.5795
382450,22.17,71.85
382450,22.17,71.97
382450,22.17,71.8
382450,22.17,71.77
361305,22.17,69.55
361160,22.17,70.2
391445,22.17,73.01
361335,22.17,69.08
361315,22.17,69.32
391430,22.17,72.96
721632,22.1701,87.898
770020,22.17011,84.06839
495115,22.17035,81.73905
451113,22.1704,75.9666
495446,22.17062,82.64024
451113,22.1707,75.0362
364710,22.17111,71.68169
496111,22.17118,83.41632
392180,22.1713,72.7465
464665,22.17155,73.5815
495330,22.17157,81.79237
450551,22.1716,76.1617
491995,22.17183,81.05408
392170,22.17187,72.6962
770018,22.17224,84.3926
743338,22.1723,88.4519
700030,22.1723,88.2321
770012,22.17242,83.66347
769043,22.17252,84.87542
460440,22.17267,77.87554
460440,22.17267,77.87554
460440,22.17267,77.87554
461228,22.1727,77.147
721652,22.1727,87.5526
721649,22.1727,87.5526
480441,22.17273,78.78623
770002,22.17275,83.932
451660,22.1729,75.4606
757032,22.17294,86.59651
495671,22.17314,82.7614
721437,22.17373,87.38076
721437,22.17373,87.38076
491559,22.17413,81.49654
363520,22.1742,71.1753
495112,22.17458,82.09246
454335,22.1747,74.89165
461441,22.17473,76.99023
757033,22.17474,86.45055
757033,22.17474,86.45055
743337,22.175,88.5541
496111,22.17522,83.35234
770012,22.17558,83.74475
721437,22.17566,87.37611
451113,22.1757,75.8192
743312,22.176,88.737
757032,22.17606,86.56441
721135,22.17608,87.16011
454449,22.17632,75.3117
466554,22.17639,80.29763
451221,22.1765,75.65983
770012,22.17663,83.70495
495009,22.17673,82.19855
721144,22.17675,87.59347
743395,22.177,88.316
360311,22.17716,74.31892
464668,22.17729,75.58298
743337,22.17747,88.42253
495559,22.17762,82.56592
456441,22.17793,78.92034
743329,22.178,88.619
743338,22.178,88.4657
391810,22.17802,72.90745
360050,22.1785,71.10028
360410,22.17853,90.7101
495334,22.17856,81.66788
757032,22.17891,86.54392
769043,22.17914,84.85713
451224,22.17925,75.58753
757086,22.17935,86.69658
391145,22.1794,73.242
391145,22.1794,73.242
391145,22.1794,73.242
391145,22.1794,73.242
450551,22.1797,76.2421
360405,22.17995,71.44775
360055,22.17995,71.44775
361160,22.18,70.3
450114,22.18,76.2797
450114,22.18,76.2797
454446,22.18079,75.15892
360035,22.18083,70.654
721135,22.181,87.1597
721135,22.181,87.1597
721135,22.181,87.1597
721135,22.181,87.1597
721135,22.181,87.1597
721135,22.181,87.1597
721135,22.181,87.1597
721135,22.181,87.1597
721135,22.181,87.1597
721135,22.181,87.1597
721135,22.181,87.1597
743338,22.181,88.47
495115,22.18147,81.75409
454331,22.18166,74.59905
454335,22.1819,74.84487
757048,22.18195,86.33037
496665,22.18208,83.10592
360020,22.18223,70.9209
450116,22.1827,76.7307
451225,22.1827,75.7749
363520,22.1828,71.2801
743337,22.183,88.418
454331,22.18443,74.76443
360025,22.18508,71.0143
360024,22.18521,70.79734
770020,22.18565,84.05331
363621,22.18574,70.9463
454331,22.18577,78.69376
480334,22.18577,78.69376
480334,22.18577,78.69376
460553,22.18577,78.69376
757086,22.18604,86.67708
480555,22.18631,78.50842
769016,22.1864,84.8747
480551,22.18656,79.06521
480557,22.18656,78.69139
480115,22.18656,78.51853
480334,22.18656,78.59654
480447,22.18656,78.7051
480115,22.18656,79.21198
495674,22.18659,82.73202
721628,22.18669,87.97725
360020,22.18704,70.94789
495330,22.18714,81.9262
387320,22.1873,72.5899
387320,22.1873,72.5899
360025,22.18742,71.04645
360370,22.18743,70.95097
360055,22.18766,71.35766
364710,22.18782,71.62011
743338,22.188,88.4702
770017,22.18808,84.58063
392170,22.18811,72.5882
495009,22.18816,82.15913
495559,22.18831,82.38045
480555,22.1885,78.46133
495334,22.18856,81.66104
757050,22.18858,86.1499
481662,22.18896,79.9948
480996,22.18896,79.9948
743370,22.189,88.857
743337,22.189,88.503
743370,22.189,88.814
743331,22.18928,88.18933
480441,22.18944,78.76183
743439,22.18952,89.06212
360030,22.18973,71.37538
361305,22.19,69.41
361305,22.19,69.46
361160,22.19,70.37
361160,22.19,70.33
361160,22.19,70.43
361012,22.19,70.014
361315,22.19,69.27
361335,22.19,69.02
360540,22.19,70.54
361170,22.19,70.05
743329,22.19,88.6
743332,22.19,88.29234
480223,22.19,79.05
382255,22.19,71.88
721437,22.19029,87.4065
743332,22.191,88.191
743332,22.191,88.555
743332,22.191,88.192
451331,22.1911,75.414
454552,22.19113,75.41408
455440,22.19113,75.41408
480551,22.19114,78.59654
480551,22.19135,78.58218
480551,22.19135,78.58218
495334,22.19137,81.60077
480997,22.19144,79.65863
495330,22.19158,81.95621
360004,22.19183,70.72315
757046,22.19186,86.1104
495115,22.19192,81.55416
743337,22.192,88.481
480882,22.19216,79.53224
491559,22.19218,81.33444
743355,22.1925,88.3289
757086,22.19251,86.6966
491995,22.19273,81.51301
360022,22.19274,70.77297
743378,22.19289,88.89072
360022,22.19298,70.80139
360022,22.19298,70.80139
495330,22.19316,81.86888
480555,22.19322,78.4666
480555,22.19323,78.46667
770018,22.19325,84.34141
495674,22.19329,82.98644
460449,22.19342,78.18494
360023,22.19352,70.59123
360023,22.19352,70.59123
360023,22.19352,70.59123
360023,22.19352,70.59123
360023,22.19352,70.59123
769007,22.19353,84.86616
480551,22.19383,78.60147
480223,22.19388,79.02495
480223,22.19388,79.02495
480223,22.19388,79.02495
495009,22.19389,82.09382
496665,22.19402,83.1783
770020,22.19403,84.01637
757048,22.1944,86.25093
757032,22.19507,86.59478
757050,22.19529,86.10377
757086,22.19534,86.66582
770017,22.19539,84.58598
480441,22.1956,78.8779
769043,22.19567,84.80055
757050,22.19569,86.2128
743312,22.196,88.703
743331,22.19634,88.17955
743611,22.19647,88.77683
461441,22.19684,76.86633
364710,22.19685,71.56802
757033,22.19726,86.39308
495115,22.19727,81.71579
743378,22.19731,88.93819
496111,22.198,83.29774
480115,22.19801,79.26203
496665,22.19815,83.13541
392170,22.19817,72.63629
832302,22.19823,86.40884
451225,22.1983,75.8853
451225,22.1983,75.8853
480223,22.19831,79.0579
454446,22.19841,75.02023
757050,22.19874,86.18445
480990,22.19891,79.77643
450116,22.199,76.7509
450551,22.1997,76.9717
391810,22.19971,72.86673
382450,22.2,71.89
382463,22.2,72.1
361305,22.2,69.51
361162,22.2,70.57
361335,22.2,69.11
361335,22.2,69.07
480105,22.2,79.26
451221,22.2001,75.7601
480441,22.20058,78.88739
495674,22.20147,82.80851
480994,22.20188,78.8411
833214,22.202,85.9023
769007,22.20205,84.86404
770031,22.20211,84.73599
721603,22.20217,88.04792
363520,22.2022,71.2473
391168,22.2025,74.0337
454446,22.20251,75.0659
495674,22.20259,82.72527
495674,22.20259,82.72527
480449,22.20269,78.69134
480449,22.20269,78.69134
480449,22.20273,78.69136
743337,22.2028,88.4609
743337,22.203,88.477
743368,22.203,88.23
743387,22.203,88.272
480449,22.20313,78.69139
480449,22.20313,78.69139
711411,22.20346,88.20838
495674,22.2036,82.77974
721437,22.20362,87.36955
451001,22.2039,76.9902
743337,22.204,88.515
743372,22.20403,88.42827
496111,22.20461,83.36291
743378,22.20514,88.9366
454335,22.20546,74.75678
721506,22.2059,86.8948
721506,22.2059,86.8948
721506,22.2059,86.8948
721506,22.2059,86.8948
721506,22.2059,86.8948
721506,22.2059,86.8948
721506,22.2059,86.8948
721506,22.2059,86.8948
721506,22.2059,86.8948
721506,22.2059,86.8948
721506,22.2059,86.8948
721506,22.2059,86.8948
721506,22.2059,86.8948
721506,22.2059,86.8948
721506,22.2059,86.8948
721506,22.2059,86.8948
721506,22.2059,86.8948
721506,22.2059,86.8948
721506,22.2059,86.8948
721506,22.2059,86.8948
721506,22.2059,86.8948
721506,22.2059,86.8948
721506,22.2059,86.8948
721506,22.2059,86.8948
721506,22.2059,86.8948
770002,22.20625,84.11182
461441,22.20658,76.05456
361305,22.20694,69.64906
721437,22.2075,87.45754
770012,22.20764,83.75715
454449,22.20783,75.22913
721437,22.20793,87.43934
480449,22.20798,78.70869
721125,22.208,87.14635
721125,22.208,87.14635
721125,22.208,87.14635
721125,22.208,87.14635
721125,22.208,87.14635
721125,22.208,87.14635
721125,22.208,87.14635
721125,22.208,87.14635
721125,22.208,87.14635
